player_1_color,player_2_color,player_3_color,player_4_color,player_5_color,player_6_color,player_7_color,player_8_color,player_9_color,player_10_color,player_11_color,player_12_color,player_13_color,player_14_color,player_15_color,player_16_color,player_17_color,player_18_color,player_19_color,player_20_color,player_21_color,player_22_color,player_23_color,player_24_color,player_25_color,player_26_color,player_27_color,player_28_color,player_29_color,player_30_color,player_31_color,player_32_color,player_33_color,player_34_color,player_35_color,player_36_color,player_37_color,player_38_color
719fb8,000000,c20e0f,719fb8,#660033,000000,c20e0f,#06acde,#660033,000000,c20e0f,#06acde,#660033,000000,c20e0f,#06acde,#660033,000000,c20e0f,#06acde,#660033,000000,c20e0f,#06acde,#660033,000000,c20e0f,#06acde,#660033,000000,c20e0f,#06acde,#660033,000000,c20e0f,#06acde,#660033,000000
